Id,PID,MS SubClass,Lot Frontage,Lot Area,Lot Shape,Utilities,Land Slope,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Electrical,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,zoning_C,zoning_FV,zoning_I,zoning_RH,zoning_RL,zoning_RM,street_Pave,land_countour_HLS,land_countour_Low,land_countour_Lvl,lot_conf_CulDSac,lot_conf_FR2,lot_conf_FR3,lot_conf_Inside,neigh_Blueste,neigh_BrDale,neigh_BrkSide,neigh_ClearCr,neigh_CollgCr,neigh_Crawfor,neigh_Edwards,neigh_Gilbert,neigh_Greens,neigh_GrnHill,neigh_IDOTRR,neigh_Landmrk,neigh_MeadowV,neigh_Mitchel,neigh_NAmes,neigh_NPkVill,neigh_NWAmes,neigh_NoRidge,neigh_NridgHt,neigh_OldTown,neigh_SWISU,neigh_Sawyer,neigh_SawyerW,neigh_Somerst,neigh_StoneBr,neigh_Timber,neigh_Veenker,cond1_Feedr,cond1_Norm,cond1_PosA,cond1_PosN,cond1_RRAe,cond1_RRAn,cond1_RRNe,cond1_RRNn,cond2_Feedr,cond2_Norm,cond2_PosA,cond2_PosN,cond2_RRAe,cond2_RRAn,cond2_RRNn,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,hse_style_1.5Unf,hse_style_1Story,hse_style_2.5Fin,hse_style_2.5Unf,hse_style_2Story,hse_style_SFoyer,hse_style_SLvl,rf_style_Gable,rf_style_Gambrel,rf_style_Hip,rf_style_Mansard,rf_style_Shed,rf_mat_Membran,rf_mat_Metal,rf_mat_Roll,rf_mat_Tar&Grv,rf_mat_WdShake,rf_mat_WdShngl,ext1st_AsphShn,ext1st_BrkComm,ext1st_BrkFace,ext1st_CBlock,ext1st_CemntBd,ext1st_HdBoard,ext1st_ImStucc,ext1st_MetalSd,ext1st_Plywood,ext1st_PreCast,ext1st_Stone,ext1st_Stucco,ext1st_VinylSd,ext1st_Wd Sdng,ext1st_WdShing,ext2nd_AsphShn,ext2nd_Brk Cmn,ext2nd_BrkFace,ext2nd_CBlock,ext2nd_CmentBd,ext2nd_HdBoard,ext2nd_ImStucc,ext2nd_MetalSd,ext2nd_Other,ext2nd_Plywood,ext2nd_PreCast,ext2nd_Stone,ext2nd_Stucco,ext2nd_VinylSd,ext2nd_Wd Sdng,ext2nd_Wd Shng,mas_vnr_type_BrkFace,mas_vnr_type_CBlock,mas_vnr_type_NA,mas_vnr_type_None,mas_vnr_type_Stone,found_CBlock,found_PConc,found_Slab,found_Stone,found_Wood,heat_GasA,heat_GasW,heat_Grav,heat_OthW,heat_Wall,ctrl_air_Y,gar_type_Attchd,gar_type_Basment,gar_type_BuiltIn,gar_type_CarPort,gar_type_Detchd,gar_type_NA,sale_type_CWD,sale_type_Con,sale_type_ConLD,sale_type_ConLI,sale_type_ConLw,sale_type_New,sale_type_Oth,sale_type_VWD,sale_type_WD ,New_Gar_Feat,New_Bsmt_Feat,New_Ovr_Kit_Feat,Exter Qual,1st Flr SF,New_Gar_Feat^2,New_Gar_Feat New_Bsmt_Feat,New_Gar_Feat New_Ovr_Kit_Feat,New_Gar_Feat Exter Qual,New_Gar_Feat 1st Flr SF,New_Bsmt_Feat^2,New_Bsmt_Feat New_Ovr_Kit_Feat,New_Bsmt_Feat Exter Qual,New_Bsmt_Feat 1st Flr SF,New_Ovr_Kit_Feat^2,New_Ovr_Kit_Feat Exter Qual,New_Ovr_Kit_Feat 1st Flr SF,Exter Qual^2,Exter Qual 1st Flr SF,1st Flr SF^2,SalePrice
520,528458060,20,72.0,8640,3,3,2,7,5,2008,2008,0.0,3,4,3,0,1,0.0,1,0.0,1402.0,1402.0,5,4,0,0,1402,0.0,0.0,2,0,3,1,4,7,7,0,0,2008.0,2,2.0,625.0,3,3,2,205,126,0,0,0,0,0,5,2009,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3750.0,9814.0,22432.0,4.0,1402.0,14062500.0,36802500.0,84120000.0,15000.0,5257500.0,96314596.0,220147648.0,39256.0,13759228.0,503194624.0,89728.0,31449664.0,16.0,5608.0,1965604.0,229800
2305,923425030,20,62.0,10447,3,3,2,5,6,1984,1984,0.0,3,3,3,0,5,516.0,1,0.0,348.0,864.0,3,4,0,0,887,0.0,1.0,1,0,3,1,3,5,7,0,0,1984.0,2,1.0,288.0,3,3,2,140,0,0,0,0,0,0,12,2007,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1728.0,5184.0,12418.0,3.0,887.0,2985984.0,8957952.0,21458304.0,5184.0,1532736.0,26873856.0,64374912.0,15552.0,4598208.0,154206724.0,37254.0,11014766.0,9.0,2661.0,786769.0,124500
2533,534201230,20,80.0,9600,3,3,2,5,5,1968,1968,0.0,3,3,3,0,5,758.0,1,0.0,293.0,1051.0,4,4,0,0,1051,1.0,0.0,1,0,3,1,3,6,7,0,0,1968.0,2,2.0,504.0,3,3,2,0,0,0,0,0,0,0,7,2006,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3024.0,6306.0,13663.0,3.0,1051.0,9144576.0,19069344.0,41316912.0,9072.0,3178224.0,39765636.0,86158878.0,18918.0,6627606.0,186677569.0,40989.0,14359813.0,9.0,3153.0,1104601.0,142000
2852,909250200,70,69.0,4899,3,3,2,6,8,1920,1950,0.0,3,3,3,0,4,305.0,1,0.0,450.0,755.0,5,4,755,0,1510,0.0,0.0,1,0,3,1,3,6,7,0,0,1920.0,1,1.0,216.0,3,3,2,0,0,164,0,0,0,0,6,2006,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1296.0,4530.0,25670.0,3.0,755.0,1679616.0,5870880.0,33268320.0,3888.0,978480.0,20520900.0,116285100.0,13590.0,3420150.0,658948900.0,77010.0,19380850.0,9.0,2265.0,570025.0,149000
1198,534250010,90,87.0,9246,2,3,2,5,5,1973,1973,564.0,3,3,3,0,1,0.0,1,0.0,1656.0,1656.0,3,4,0,0,1656,0.0,0.0,2,0,4,2,3,8,7,0,0,1973.0,1,2.0,506.0,3,3,2,0,211,0,0,0,0,0,11,2008,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3036.0,9936.0,21528.0,3.0,1656.0,9217296.0,30165696.0,65359008.0,9108.0,5027616.0,98724096.0,213902208.0,29808.0,16454016.0,463454784.0,64584.0,35650368.0,9.0,4968.0,2742336.0,135000
1681,527452100,120,0.0,4928,2,3,2,6,5,1976,1976,0.0,3,4,3,0,5,120.0,1,0.0,958.0,1078.0,3,4,0,0,958,0.0,0.0,2,0,2,1,3,5,7,1,3,1977.0,2,2.0,440.0,3,3,2,0,205,0,0,0,0,0,2,2007,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2640.0,7546.0,13412.0,3.0,958.0,6969600.0,19921440.0,35407680.0,7920.0,2529120.0,56942116.0,101206952.0,22638.0,7229068.0,179881744.0,40236.0,12848696.0,9.0,2874.0,917764.0,128000
1773,528366050,20,0.0,12692,2,3,2,8,5,1992,1993,0.0,3,4,3,0,6,1231.0,1,0.0,1969.0,3200.0,5,4,0,0,3228,1.0,0.0,3,0,4,1,4,10,7,1,4,1992.0,2,2.0,546.0,3,3,2,264,75,291,0,0,0,0,5,2007,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3276.0,22400.0,54876.0,4.0,3228.0,10732176.0,73382400.0,179773776.0,13104.0,10574928.0,501760000.0,1229222400.0,89600.0,72307200.0,3011375376.0,219504.0,177139728.0,16.0,12912.0,10419984.0,430000
1825,532377050,20,84.0,7476,3,3,2,5,7,1968,1968,0.0,3,3,3,0,3,812.0,1,0.0,228.0,1040.0,3,4,0,0,1040,1.0,0.0,1,1,3,1,3,5,7,0,0,1991.0,3,2.0,686.0,3,3,2,188,0,0,0,0,0,0,6,2007,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4116.0,6240.0,15600.0,3.0,1040.0,16941456.0,25683840.0,64209600.0,12348.0,4280640.0,38937600.0,97344000.0,18720.0,6489600.0,243360000.0,46800.0,16224000.0,9.0,3120.0,1081600.0,145000
2208,909254150,50,53.0,5362,3,3,2,5,6,1910,2003,0.0,3,3,3,0,1,0.0,1,0.0,661.0,661.0,5,4,589,0,1250,0.0,0.0,2,0,3,1,3,8,7,1,4,1985.0,1,2.0,552.0,3,3,2,242,0,81,0,0,0,0,11,2007,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3312.0,3966.0,17500.0,3.0,661.0,10969344.0,13135392.0,57960000.0,9936.0,2189232.0,15729156.0,69405000.0,11898.0,2621526.0,306250000.0,52500.0,11567500.0,9.0,1983.0,436921.0,139000
1646,527302020,80,78.0,12090,3,3,2,6,7,1984,2003,74.0,3,4,3,0,1,0.0,1,0.0,585.0,585.0,5,4,728,0,1868,0.0,0.0,3,1,3,1,3,7,7,1,3,1984.0,3,2.0,477.0,3,3,2,268,112,0,0,147,0,0,1,2007,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2862.0,4095.0,29888.0,3.0,1140.0,8191044.0,11719890.0,85539456.0,8586.0,3262680.0,16769025.0,122391360.0,12285.0,4668300.0,893292544.0,89664.0,34072320.0,9.0,3420.0,1299600.0,178000
1060,528118090,60,96.0,12539,3,3,2,10,5,2005,2006,468.0,3,5,3,4,6,1082.0,1,0.0,538.0,1620.0,5,4,1158,0,2790,1.0,0.0,2,1,4,1,5,10,7,1,5,2005.0,3,4.0,1150.0,3,3,2,30,200,0,0,192,0,0,6,2008,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6900.0,12960.0,55800.0,5.0,1632.0,47610000.0,89424000.0,385020000.0,34500.0,11260800.0,167961600.0,723168000.0,64800.0,21150720.0,3113640000.0,279000.0,91065600.0,25.0,8160.0,2663424.0,460000
748,903400220,75,0.0,11888,2,3,2,6,6,1916,1994,0.0,3,3,3,0,1,0.0,1,0.0,844.0,844.0,4,3,689,0,2134,0.0,0.0,2,0,5,1,4,10,7,0,0,1930.0,1,2.0,441.0,3,3,2,0,60,268,0,0,0,0,7,2009,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2646.0,5064.0,34144.0,3.0,1445.0,7001316.0,13399344.0,90345024.0,7938.0,3823470.0,25644096.0,172905216.0,15192.0,7317480.0,1165812736.0,102432.0,49338080.0,9.0,4335.0,2088025.0,214500
493,528292070,60,0.0,8755,2,3,2,7,5,1999,1999,298.0,3,4,3,0,5,772.0,1,0.0,220.0,992.0,5,4,1038,0,2060,1.0,0.0,2,1,3,1,4,8,7,1,3,1999.0,2,2.0,390.0,3,3,2,0,0,0,168,0,0,0,6,2009,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2340.0,6944.0,32960.0,4.0,1022.0,5475600.0,16248960.0,77126400.0,9360.0,2391480.0,48219136.0,228874240.0,27776.0,7096768.0,1086361600.0,131840.0,33685120.0,16.0,4088.0,1044484.0,214000
694,902103100,50,68.0,4080,3,3,2,6,8,1935,1998,0.0,3,3,3,0,1,0.0,1,0.0,901.0,901.0,4,4,517,0,1378,0.0,0.0,1,0,3,1,4,6,7,0,0,1920.0,1,1.0,162.0,2,2,1,54,0,40,0,0,0,0,6,2009,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,648.0,5406.0,24804.0,3.0,861.0,419904.0,3503088.0,16072992.0,1944.0,557928.0,29224836.0,134090424.0,16218.0,4654566.0,615238416.0,74412.0,21356244.0,9.0,2583.0,741321.0,128900
2283,923205025,190,0.0,32463,3,3,4,4,4,1961,1975,149.0,4,3,3,2,4,1159.0,1,0.0,90.0,1249.0,5,4,0,0,1622,1.0,0.0,1,0,3,1,3,7,7,1,3,1975.0,3,4.0,1356.0,3,3,2,439,0,0,0,0,0,0,3,2007,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8136.0,7494.0,17842.0,3.0,1622.0,66194496.0,60971184.0,145162512.0,24408.0,13196592.0,56160036.0,133707948.0,22482.0,12155268.0,318336964.0,53526.0,28939724.0,9.0,4866.0,2630884.0,168000
1800,528458150,60,112.0,12217,2,3,2,8,5,2007,2007,0.0,3,5,3,2,6,745.0,1,0.0,210.0,955.0,5,4,925,0,1880,1.0,0.0,2,1,3,1,5,8,7,1,4,2007.0,3,3.0,880.0,3,3,2,168,127,0,0,0,0,0,12,2007,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5280.0,7640.0,33840.0,4.0,955.0,27878400.0,40339200.0,178675200.0,21120.0,5042400.0,58369600.0,258537600.0,30560.0,7296200.0,1145145600.0,135360.0,32317200.0,16.0,3820.0,912025.0,310013
1632,527182040,120,0.0,3696,3,3,2,8,5,1986,1986,0.0,3,4,3,0,1,0.0,1,0.0,1074.0,1074.0,5,4,0,0,1088,0.0,0.0,1,1,2,1,4,5,7,0,0,1987.0,2,2.0,461.0,3,3,2,0,74,137,0,0,0,0,10,2007,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2766.0,7518.0,18496.0,4.0,1088.0,7650756.0,20794788.0,51159936.0,11064.0,3009408.0,56520324.0,139052928.0,30072.0,8179584.0,342102016.0,73984.0,20123648.0,16.0,4352.0,1183744.0,170000
2624,535453160,20,70.0,7560,3,3,2,5,5,1959,1959,0.0,3,3,3,0,2,369.0,1,0.0,671.0,1040.0,3,3,0,0,1040,0.0,0.0,1,0,3,1,3,6,7,0,0,1959.0,2,1.0,286.0,3,3,2,140,0,252,0,0,0,0,7,2006,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1716.0,6240.0,13520.0,3.0,1040.0,2944656.0,10707840.0,23200320.0,5148.0,1784640.0,38937600.0,84364800.0,18720.0,6489600.0,182790400.0,40560.0,14060800.0,9.0,3120.0,1081600.0,133700
2197,909250150,70,55.0,10592,3,3,2,6,7,1923,1996,0.0,4,3,2,0,1,0.0,1,0.0,602.0,602.0,3,4,602,0,1502,0.0,0.0,1,1,3,1,4,7,7,2,3,1923.0,1,1.0,180.0,3,3,2,96,0,112,0,53,0,0,8,2007,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1080.0,3010.0,25534.0,3.0,900.0,1166400.0,3250800.0,27576720.0,3240.0,972000.0,9060100.0,76857340.0,9030.0,2709000.0,651985156.0,76602.0,22980600.0,9.0,2700.0,810000.0,165000
1045,527451400,160,21.0,1680,3,3,2,6,3,1971,1971,604.0,3,3,3,0,5,358.0,1,0.0,125.0,483.0,3,4,504,0,987,0.0,0.0,1,1,2,1,3,5,7,0,0,1971.0,1,1.0,264.0,3,3,2,0,0,0,0,0,0,0,8,2008,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1584.0,2898.0,11844.0,3.0,483.0,2509056.0,4590432.0,18760896.0,4752.0,765072.0,8398404.0,34323912.0,8694.0,1399734.0,140280336.0,35532.0,5720652.0,9.0,1449.0,233289.0,89500
2549,534427090,190,75.0,10382,3,3,2,6,5,1958,1958,105.0,2,3,3,4,5,513.0,1,0.0,75.0,588.0,3,4,0,0,1095,1.0,0.0,1,0,2,1,3,6,7,0,0,1958.0,2,1.0,264.0,3,3,2,0,0,0,0,0,0,0,3,2006,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1584.0,3528.0,15330.0,3.0,1095.0,2509056.0,5588352.0,24282720.0,4752.0,1734480.0,12446784.0,54084240.0,10584.0,3863160.0,235008900.0,45990.0,16786350.0,9.0,3285.0,1199025.0,140000
2829,908188110,160,24.0,2522,3,3,2,7,5,2004,2004,50.0,3,4,3,0,1,0.0,1,0.0,970.0,970.0,5,4,739,0,1709,0.0,0.0,2,0,3,1,4,7,3,0,0,2004.0,1,2.0,380.0,3,3,2,0,40,0,0,0,0,0,5,2006,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2280.0,6790.0,27344.0,4.0,970.0,5198400.0,15481200.0,62344320.0,9120.0,2211600.0,46104100.0,185665760.0,27160.0,6586300.0,747694336.0,109376.0,26523680.0,16.0,3880.0,940900.0,134000
